,Unnamed: 0,year,name,firstname,lastname,position,heightinchestotal,weight,fortyyd,twentyss,vertical,broad,bench,round,college,pickround,picktotal,probowls,firstprobowl,yearstofirst,probowl_i,highpick_i
1584,3721,2003,L.J. Smith,L.J.,Smith,TE,75.0,258,4.62,4.25,37.0,122.0,26.0,2.0,Rutgers,29.0,61.0,0.0,,,0,0
1585,3722,2003,Musa Smith,Musa,Smith,RB,73.0,232,4.45,,35.5,123.0,,3.0,Georgia,13.0,77.0,0.0,,,0,0
1586,3723,2003,Onterrio Smith,Onterrio,Smith,RB,70.0,220,4.48,,,,19.0,4.0,Oregon,8.0,105.0,0.0,,,0,0
1587,3724,2003,Trent Smith,Trent,Smith,TE,77.0,243,4.79,4.37,35.5,118.0,16.0,7.0,Oklahoma,9.0,223.0,0.0,,,0,0
1588,3725,2003,Wade Smith,Wade,Smith,OT,76.0,296,5.14,4.75,32.5,114.0,24.0,3.0,Memphis,14.0,78.0,1.0,2012.0,10.0,1,0
1589,3726,2003,Ben Sobieski,Ben,Sobieski,OG,77.0,307,5.0,4.49,30.0,109.0,18.0,5.0,Iowa,16.0,151.0,0.0,,,0,0
1590,3727,2003,Jamil Soriano,Jamil,Soriano,OG,76.0,317,5.48,5.08,27.5,103.0,,8.0,,,,0.0,,,0,0
1591,3728,2003,Jake Sprague,Jake,Sprague,DT,74.0,274,4.97,,,,26.0,8.0,,,,0.0,,,0,0
1592,3729,2003,Brian St. Pierre,Brian,St.,QB,75.0,218,4.82,,30.0,106.0,,5.0,Boston College,28.0,163.0,0.0,,,0,0
1593,3730,2003,Eric Steinbach,Eric,Steinbach,OG,78.0,297,4.96,4.42,36.0,119.0,,2.0,Iowa,1.0,33.0,0.0,,,0,0
1594,3731,2003,Jon Stinchcomb,Jon,Stinchcomb,OT,77.0,302,4.99,4.62,35.0,115.0,32.0,2.0,Georgia,5.0,37.0,1.0,2009.0,7.0,1,0
1595,3732,2003,Erick Streelman,Erick,Streelman,TE,77.0,248,5.06,4.4,30.0,109.0,9.0,8.0,,,,0.0,,,0,0
1596,3733,2003,Donald Strickland,Donald,Strickland,CB,70.0,187,4.53,4.04,35.5,121.0,16.0,3.0,Colorado,26.0,90.0,0.0,,,0,0
1597,3734,2003,Johnathan Sullivan,Johnathan,Sullivan,DT,75.0,313,5.1,,,,,1.0,Georgia,6.0,6.0,0.0,,,0,1
1598,3735,2003,Scott Tercero,Scott,Tercero,OG,76.0,303,5.23,4.51,28.5,103.0,25.0,6.0,California,11.0,184.0,0.0,,,0,0
1599,3736,2003,Tony Terrell,Tony,Terrell,OG,75.0,334,5.48,5.0,25.5,94.0,25.0,8.0,,,,0.0,,,0,0
1600,3737,2003,Ray Thomas,Ray,Thomas,TE,77.0,248,5.01,4.53,31.0,113.0,17.0,8.0,,,,0.0,,,0,0
1601,3738,2003,Chaun Thompson,Chaun,Thompson,OLB,74.0,240,4.58,4.22,35.5,123.0,29.0,2.0,West Texas A&M,20.0,52.0,0.0,,,0,0
1602,3739,2003,Charles Tillman,Charles,Tillman,CB,73.0,207,4.49,3.89,40.0,131.0,12.0,2.0,Louisiana-Lafayette,3.0,35.0,2.0,2011.0,9.0,1,0
1603,3740,2003,Pisa Tinoisamoa,Pisa,Tinoisamoa,OLB,73.0,231,4.65,4.07,34.5,111.0,19.0,2.0,Hawaii,11.0,43.0,0.0,,,0,0
1604,3741,2003,LaBrandon Toefield,LaBrandon,Toefield,RB,71.0,233,4.6,,,,19.0,4.0,LSU,35.0,132.0,0.0,,,0,0
1605,3742,2003,J.R. Tolver,J.R.,Tolver,WR,73.0,202,4.67,4.23,36.0,119.0,,5.0,San Diego State,34.0,169.0,0.0,,,0,0
1606,3743,2003,Marcus Trufant,Marcus,Trufant,CB,71.0,199,4.38,4.32,39.0,127.0,11.0,1.0,Washington State,11.0,11.0,1.0,2007.0,5.0,1,1
1607,3744,2003,B.J. Tucker,B.J.,Tucker,CB,71.0,188,4.34,4.2,35.0,123.0,16.0,6.0,Wisconsin,5.0,178.0,0.0,,,0,0
1608,3745,2003,Torrin Tucker,Torrin,Tucker,OG,78.0,328,5.35,4.97,30.0,103.0,,8.0,,,,0.0,,,0,0
1609,3746,2003,Demetrin Veal,Demetrin,Veal,DE,74.0,288,5.24,,,111.0,26.0,7.0,Tennessee,24.0,238.0,0.0,,,0,0
1610,3747,2003,Bobby Wade,Bobby,Wade,WR,70.0,193,4.66,4.11,34.5,115.0,,5.0,Arizona,4.0,139.0,0.0,,,0,0
1611,3748,2003,Aaron Walker,Aaron,Walker,TE,78.0,252,4.72,4.3,33.5,115.0,24.0,5.0,Florida,26.0,161.0,0.0,,,0,0
1612,3749,2003,Seneca Wallace,Seneca,Wallace,QB,73.0,196,4.56,4.14,38.0,127.0,,4.0,Iowa State,13.0,110.0,0.0,,,0,0
1613,3750,2003,Matt Walters,Matt,Walters,DE,77.0,272,4.9,,,,30.0,5.0,Miami (FL),15.0,150.0,0.0,,,0,0
1614,3751,2003,Shane Walton,Shane,Walton,CB,71.0,184,4.67,4.29,31.0,109.0,11.0,5.0,Notre Dame,35.0,170.0,0.0,,,0,0
1615,3752,2003,Seth Wand,Seth,Wand,OT,79.0,325,5.14,4.5,31.5,107.0,20.0,3.0,Northwest Missouri State,11.0,75.0,0.0,,,0,0
1616,3753,2003,Kevin Ware,Kevin,Ware,TE,75.0,256,4.79,4.47,34.0,110.0,22.0,8.0,,,,0.0,,,0,0
1617,3754,2003,Ty Warren,Ty,Warren,DT,77.0,307,5.1,,,,27.0,1.0,Texas A&M,13.0,13.0,0.0,,,0,1
1618,3755,2003,Clifton Washburn,Clifton,Washburn,DE,77.0,275,5.03,4.82,27.0,109.0,22.0,8.0,,,,0.0,,,0,0
1619,3756,2003,Derek Watson,Derek,Watson,RB,73.0,212,4.63,4.2,34.0,114.0,15.0,8.0,,,,0.0,,,0,0
1620,3757,2003,Derrick Watson,Derrick,Watson,RB,73.0,212,4.63,4.2,34.0,114.0,15.0,8.0,,,,0.0,,,0,0
1621,3758,2003,Dennis Weathersby,Dennis,Weathersby,CB,73.0,204,4.38,4.13,38.0,125.0,9.0,4.0,Oregon State,1.0,98.0,0.0,,,0,0
1622,3759,2003,Reggie Wells,Reggie,Wells,OT,75.0,300,5.16,4.56,29.0,104.0,23.0,6.0,Clarion,4.0,177.0,0.0,,,0,0
1623,3760,2003,DeWayne White,DeWayne,White,DE,74.0,273,4.76,4.32,33.0,112.0,22.0,2.0,Louisville,32.0,64.0,0.0,,,0,0
1624,3761,2003,Keyon Whiteside,Keyon,Whiteside,ILB,73.0,229,4.8,4.34,29.0,111.0,27.0,5.0,Tennessee,27.0,162.0,0.0,,,0,0
1625,3762,2003,Taylor Whitley,Taylor,Whitley,OG,76.0,321,5.18,4.58,30.0,106.0,28.0,3.0,Texas A&M,23.0,87.0,0.0,,,0,0
1626,3763,2003,Jimmy Wilkerson,Jimmy,Wilkerson,DE,75.0,271,4.91,4.4,34.5,114.0,29.0,6.0,Oklahoma,16.0,189.0,0.0,,,0,0
1627,3764,2003,Andrew Williams,Andrew,Williams,DE,74.0,263,4.7,4.47,32.0,113.0,29.0,3.0,Miami (FL),25.0,89.0,0.0,,,0,0
1628,3765,2003,Brett Williams,Brett,Williams,OT,77.0,321,5.25,5.01,27.5,99.0,,4.0,Florida State,16.0,113.0,0.0,,,0,0
1629,3766,2003,Kevin Williams,Kevin,Williams,DE,77.0,304,4.81,5.04,30.0,112.0,23.0,1.0,Oklahoma State,9.0,9.0,6.0,2004.0,2.0,1,1
1630,3767,2003,Todd Williams,Todd,Williams,OT,77.0,340,5.08,4.54,32.5,108.0,27.0,7.0,Florida State,11.0,225.0,0.0,,,0,0
1631,3768,2003,Eugene Wilson,Eugene,Wilson,CB,71.0,192,4.48,4.05,38.0,122.0,15.0,2.0,Illinois,4.0,36.0,0.0,,,0,0
1632,3769,2003,Jason Witten,Jason,Witten,TE,78.0,264,4.65,,31.0,,25.0,3.0,Tennessee,5.0,69.0,10.0,2004.0,2.0,1,0
1633,3770,2003,Juston Wood,Juston,Wood,QB,73.0,207,4.78,4.16,32.5,113.0,,8.0,,,,0.0,,,0,0
1634,3771,2003,Andre Woolfolk,Andre,Woolfolk,CB,74.0,197,4.47,3.96,35.5,128.0,10.0,1.0,Oklahoma,28.0,28.0,0.0,,,0,1
1635,3772,2003,George Wrighster,George,Wrighster,TE,74.0,249,4.89,,34.5,115.0,16.0,4.0,Oregon,7.0,104.0,0.0,,,0,0
1636,3773,2003,Thomas Wright,Thomas,Wright,SS,74.0,201,4.76,4.41,36.0,114.0,13.0,8.0,,,,0.0,,,0,0
1637,3774,2003,Walter Young,Walter,Young,WR,77.0,214,4.54,4.25,39.0,121.0,,7.0,Illinois,12.0,226.0,0.0,,,0,0
1638,3775,2003,Doug Zeigler,Doug,Zeigler,TE,76.0,257,4.7,,,,20.0,8.0,,,,0.0,,,0,0
1639,3776,2002,Jonathan Adams,Jonathan,Adams,RB,73.0,219,4.58,4.31,36.5,120.0,15.0,8.0,,,,0.0,,,0,0
1640,3777,2002,P.J. Alexander,P.J.,Alexander,OG,76.0,299,5.38,4.73,29.5,102.0,,8.0,,,,0.0,,,0,0
1641,3778,2002,Brian Allen,Brian,Allen,RB,69.0,209,4.46,4.08,33.0,112.0,19.0,6.0,Stanford,32.0,204.0,0.0,,,0,0
1642,3779,2002,James Allen,James,Allen,OLB,75.0,240,4.62,4.21,38.0,126.0,24.0,3.0,Oregon State,17.0,82.0,0.0,,,0,0
1643,3780,2002,Jeremy Allen,Jeremy,Allen,FB,73.0,241,4.59,4.49,38.0,126.0,17.0,8.0,,,,0.0,,,0,0
1644,3781,2002,Matt Anderle,Matt,Anderle,OT,78.0,327,5.5,4.8,29.0,104.0,26.0,6.0,Minnesota,6.0,178.0,0.0,,,0,0
1645,3782,2002,Damien Anderson,Damien,Anderson,RB,71.0,211,4.56,4.02,33.5,112.0,27.0,8.0,,,,0.0,,,0,0
1646,3783,2002,Marques Anderson,Marques,Anderson,SS,71.0,213,4.5,,39.5,127.0,18.0,3.0,UCLA,27.0,92.0,0.0,,,0,0
1647,3784,2002,Mark Anelli,Mark,Anelli,TE,76.0,262,4.8,,,,18.0,6.0,Wisconsin,29.0,201.0,0.0,,,0,0
1648,3785,2002,Akin Ayodele,Akin,Ayodele,OLB,74.0,257,4.81,4.12,35.0,121.0,26.0,3.0,Purdue,24.0,89.0,0.0,,,0,0
1649,3786,2002,Chris Baker,Chris,Baker,TE,75.0,258,4.81,,35.0,112.0,18.0,3.0,Michigan State,23.0,88.0,0.0,,,0,0
1650,3787,2002,Jason Ball,Jason,Ball,OC,74.0,301,5.41,4.73,29.0,94.0,27.0,8.0,,,,0.0,,,0,0
1651,3788,2002,Clenton Ballard,Clenton,Ballard,DT,75.0,313,5.18,4.64,26.5,93.0,24.0,6.0,Texas State University,8.0,180.0,0.0,,,0,0
1652,3789,2002,Mike Banks,Mike,Banks,TE,76.0,260,4.84,,31.5,104.0,,7.0,Iowa State,12.0,223.0,0.0,,,0,0
1653,3790,2002,Justin Bannan,Justin,Bannan,DT,75.0,300,5.0,4.24,29.0,99.0,24.0,5.0,Colorado,4.0,139.0,0.0,,,0,0
1654,3791,2002,Kevin Barry,Kevin,Barry,OG,76.0,325,5.34,4.73,28.5,108.0,24.0,8.0,,,,0.0,,,0,0
1655,3792,2002,Will Bartholomew,Will,Bartholomew,FB,73.0,246,4.68,4.09,38.0,119.0,35.0,8.0,,,,0.0,,,0,0
1656,3793,2002,Rashad Bauman,Rashad,Bauman,CB,68.0,186,4.44,,39.0,118.0,10.0,3.0,Oregon,14.0,79.0,0.0,,,0,0
1657,3794,2002,Jarrod Baxter,Jarrod,Baxter,FB,73.0,245,4.7,4.27,32.5,116.0,23.0,5.0,New Mexico,1.0,136.0,0.0,,,0,0
1658,3795,2002,Chad Beasley,Chad,Beasley,DT,78.0,303,5.15,4.6,31.5,104.0,27.0,7.0,Virginia Tech,7.0,218.0,0.0,,,0,0
1659,3796,2002,Tony Beckham,Tony,Beckham,CB,73.0,195,4.37,4.3,34.5,121.0,15.0,4.0,Wisc. Stout,17.0,115.0,0.0,,,0,0
1660,3797,2002,Kevin Bentley,Kevin,Bentley,OLB,73.0,243,4.68,3.83,39.0,120.0,23.0,4.0,Northwestern,3.0,101.0,0.0,,,0,0
1661,3798,2002,LeCharles Bentley,LeCharles,Bentley,OC,75.0,299,5.19,4.54,25.5,103.0,,2.0,Ohio State,12.0,44.0,2.0,2003.0,2.0,1,0
1662,3799,2002,Rocky Bernard,Rocky,Bernard,DT,76.0,294,4.96,4.41,33.0,108.0,30.0,5.0,Texas A&M,11.0,146.0,0.0,,,0,0
1663,3800,2002,Ladell Betts,Ladell,Betts,RB,71.0,220,4.62,4.06,38.0,116.0,23.0,2.0,Iowa,24.0,56.0,0.0,,,0,0
1664,3801,2002,Martin Bibla,Martin,Bibla,OG,76.0,306,5.08,,,,35.0,4.0,Miami (FL),18.0,116.0,0.0,,,0,0
1665,3802,2002,Terreal Bierria,Terreal,Bierria,FS,75.0,216,4.61,4.1,36.0,130.0,18.0,4.0,Georgia,22.0,120.0,0.0,,,0,0
1666,3803,2002,Dwayne Blakley,Dwayne,Blakley,TE,77.0,256,4.96,4.29,32.5,107.0,21.0,8.0,,,,0.0,,,0,0
1667,3804,2002,Rocky Boiman,Rocky,Boiman,OLB,76.0,242,4.6,4.05,35.0,122.0,17.0,4.0,Notre Dame,35.0,133.0,0.0,,,0,0
1668,3805,2002,Bruce Branch,Bruce,Branch,CB,71.0,192,4.53,4.47,35.0,119.0,,8.0,,,,0.0,,,0,0
1669,3806,2002,Deion Branch,Deion,Branch,WR,69.0,191,4.47,3.76,36.0,117.0,,2.0,Louisville,33.0,65.0,0.0,,,0,0
1670,3807,2002,Sam Brandon,Sam,Brandon,FS,74.0,199,4.66,,36.5,127.0,,4.0,UNLV,33.0,131.0,0.0,,,0,0
1671,3808,2002,Jack Brewer,Jack,Brewer,FS,73.0,194,4.59,4.24,37.0,122.0,12.0,8.0,,,,0.0,,,0,0
1672,3809,2002,Raheem Brock,Raheem,Brock,DE,76.0,257,4.93,4.23,34.0,115.0,25.0,7.0,Temple,27.0,238.0,0.0,,,0,0
1673,3810,2002,Sheldon Brown,Sheldon,Brown,CB,70.0,196,4.47,4.24,36.5,120.0,15.0,2.0,South Carolina,27.0,59.0,0.0,,,0,0
1674,3811,2002,Antonio Bryant,Antonio,Bryant,WR,73.0,188,4.57,,37.0,121.0,,2.0,Pittsburgh,31.0,63.0,0.0,,,0,0
1675,3812,2002,Courtland Bullard,Courtland,Bullard,OLB,75.0,234,4.69,4.28,36.5,123.0,,5.0,Ohio State,32.0,167.0,0.0,,,0,0
1676,3813,2002,Joe Burns,Joe,Burns,RB,69.0,213,4.81,,31.0,105.0,21.0,8.0,,,,0.0,,,0,0
1677,3814,2002,Jamie Burrow,Jamie,Burrow,ILB,73.0,249,4.83,4.21,30.5,102.0,18.0,8.0,,,,0.0,,,0,0
1678,3815,2002,Reche Caldwell,Reche,Caldwell,WR,73.0,194,4.53,4.1,41.5,130.0,,2.0,Florida,16.0,48.0,0.0,,,0,0
1679,3816,2002,Rocky Calmus,Rocky,Calmus,OLB,75.0,243,4.69,,,,16.0,3.0,Oklahoma,12.0,77.0,0.0,,,0,0
1680,3817,2002,Kelly Campbell,Kelly,Campbell,WR,70.0,171,4.48,,,,,8.0,,,,0.0,,,0,0
1681,3818,2002,Pete Campion,Pete,Campion,OG,76.0,307,5.26,4.81,25.5,88.0,30.0,7.0,North Dakota State,2.0,213.0,0.0,,,0,0
1682,3819,2002,David Carr,David,Carr,QB,76.0,223,4.67,4.28,35.0,108.0,,1.0,Fresno State,1.0,1.0,0.0,,,0,1
1683,3820,2002,Demontray Carter,Demontray,Carter,RB,70.0,191,4.52,4.36,33.0,120.0,16.0,8.0,,,,0.0,,,0,0
1684,3821,2002,Tim Carter,Tim,Carter,WR,73.0,190,4.32,3.93,39.0,126.0,,2.0,Auburn,14.0,46.0,0.0,,,0,0
1685,3822,2002,Rock Cartwright,Rock,Cartwright,RB,68.0,237,4.47,4.25,35.0,116.0,30.0,7.0,Kansas State,46.0,257.0,0.0,,,0,0
1686,3823,2002,Terry Charles,Terry,Charles,WR,75.0,207,4.52,4.09,36.5,122.0,,5.0,Portland State,7.0,142.0,0.0,,,0,0
1687,3824,2002,Jermaine Chatman,Jermaine,Chatman,CB,71.0,185,4.55,,35.5,121.0,,8.0,,,,0.0,,,0,0
1688,3825,2002,Kenyon Coleman,Kenyon,Coleman,DE,77.0,284,4.97,,,,32.0,5.0,UCLA,12.0,147.0,0.0,,,0,0
1689,3826,2002,Reggie Coleman,Reggie,Coleman,OT,77.0,301,5.23,4.88,29.0,103.0,,6.0,Tennessee,20.0,192.0,0.0,,,0,0
1690,3827,2002,Michael Collins,Michael,Collins,OT,78.0,300,5.54,4.98,25.5,104.0,32.0,8.0,,,,0.0,,,0,0
1691,3828,2002,Mike Collins,Mike,Collins,DT,75.0,298,5.03,4.46,31.5,105.0,31.0,8.0,,,,0.0,,,0,0
1692,3829,2002,Marc Colombo,Marc,Colombo,OT,80.0,313,5.27,4.6,29.5,101.0,30.0,1.0,Boston College,29.0,29.0,0.0,,,0,1
1693,3830,2002,Joe Cooper,Joe,Cooper,OLB,73.0,233,4.95,4.46,32.0,111.0,17.0,8.0,,,,0.0,,,0,0
1694,3831,2002,Keyuo Craver,Keyuo,Craver,CB,71.0,201,4.62,,31.0,123.0,13.0,4.0,Nebraska,27.0,125.0,0.0,,,0,0
1695,3832,2002,Eric Crouch,Eric,Crouch,RB,73.0,195,4.47,4.02,36.0,112.0,,3.0,Nebraska,30.0,95.0,0.0,,,0,0
1696,3833,2002,Alonzo Cunningham,Alonzo,Cunningham,OG,76.0,316,5.46,4.73,24.0,98.0,,8.0,,,,0.0,,,0,0
1697,3834,2002,Ronald Curry,Ronald,Curry,QB,74.0,220,4.59,4.11,35.0,115.0,,7.0,North Carolina,24.0,235.0,0.0,,,0,0
1698,3835,2002,Kevin Curtis,Kevin,Curtis,FS,74.0,212,4.53,3.88,37.5,124.0,24.0,4.0,Texas Tech,29.0,127.0,0.0,,,0,0
1699,3836,2002,Rohan Davey,Rohan,Davey,QB,74.0,245,4.74,,25.5,,,4.0,LSU,19.0,117.0,0.0,,,0,0
1700,3837,2002,Andra Davis,Andra,Davis,ILB,73.0,244,4.77,,31.5,112.0,20.0,5.0,Florida,6.0,141.0,0.0,,,0,0
1701,3838,2002,Andre Davis,Andre,Davis,WR,74.0,194,4.42,4.1,39.5,123.0,,2.0,Virginia Tech,15.0,47.0,0.0,,,0,0
1702,3839,2002,Dorsett Davis,Dorsett,Davis,DT,77.0,304,5.0,4.67,31.0,109.0,30.0,3.0,Mississippi State,31.0,96.0,0.0,,,0,0
1703,3840,2002,Dan Dawson,Dan,Dawson,SS,73.0,219,4.57,4.0,38.0,124.0,24.0,8.0,,,,0.0,,,0,0
1704,3841,2002,Konrad Dean,Konrad,Dean,OG,76.0,333,5.57,4.97,27.5,97.0,30.0,8.0,,,,0.0,,,0,0
1705,3842,2002,Ryan Denney,Ryan,Denney,DE,79.0,276,4.86,4.25,33.0,107.0,36.0,2.0,Brigham Young,29.0,61.0,0.0,,,0,0
1706,3843,2002,Kori Dickerson,Kori,Dickerson,FB,76.0,240,4.75,4.51,34.0,116.0,22.0,8.0,,,,0.0,,,0,0
1707,3844,2002,Brandon Doman,Brandon,Doman,QB,74.0,210,4.81,4.08,32.5,106.0,,5.0,Brigham Young,28.0,163.0,0.0,,,0,0
1708,3845,2002,Howard Duncan,Howard,Duncan,OG,76.0,324,5.44,4.69,28.5,101.0,22.0,8.0,,,,0.0,,,0,0
1709,3846,2002,Nate Dwyer,Nate,Dwyer,DT,75.0,313,5.1,4.41,31.0,103.0,27.0,4.0,Kansas,15.0,113.0,0.0,,,0,0
1710,3847,2002,Omar Easy,Omar,Easy,FB,73.0,244,4.53,4.12,40.0,123.0,21.0,4.0,Penn State,9.0,107.0,0.0,,,0,0
1711,3848,2002,Andy Eby,Andy,Eby,OC,76.0,300,5.1,4.55,29.0,103.0,28.0,8.0,,,,0.0,,,0,0
1712,3849,2002,Steve Edwards,Steve,Edwards,OG,77.0,355,5.5,5.15,23.0,94.0,20.0,8.0,,,,0.0,,,0,0
1713,3850,2002,Justin Ena,Justin,Ena,ILB,75.0,247,4.71,4.11,34.0,116.0,20.0,8.0,,,,0.0,,,0,0
1714,3851,2002,RJ English,RJ,English,WR,74.0,211,4.63,4.11,37.5,121.0,,8.0,,,,0.0,,,0,0
1715,3852,2002,Demarcus Faggins,Demarcus,Faggins,CB,71.0,178,4.57,3.92,36.5,121.0,3.0,6.0,Kansas State,1.0,173.0,0.0,,,0,0
1716,3853,2002,Randy Fasani,Randy,Fasani,QB,76.0,224,4.77,3.87,31.5,106.0,,5.0,Stanford,2.0,137.0,0.0,,,0,0
1717,3854,2002,Trev Faulk,Trev,Faulk,ILB,75.0,241,4.9,,32.0,116.0,,8.0,,,,0.0,,,0,0
1718,3855,2002,Levar Fisher,Levar,Fisher,OLB,73.0,233,4.67,,31.0,110.0,,2.0,North Carolina State,17.0,49.0,0.0,,,0,0
1719,3856,2002,Tony Fisher,Tony,Fisher,RB,74.0,226,4.66,4.13,41.5,126.0,21.0,8.0,,,,0.0,,,0,0
1720,3857,2002,Delvon Flowers,Delvon,Flowers,RB,73.0,200,4.67,,35.5,117.0,15.0,8.0,,,,0.0,,,0,0
1721,3858,2002,LittleJohn Flowers,LittleJohn,Flowers,RB,73.0,214,4.73,4.08,34.0,110.0,19.0,8.0,,,,0.0,,,0,0
1722,3859,2002,Toniu Fonoti,Toniu,Fonoti,OG,76.0,349,5.49,4.81,28.5,97.0,32.0,2.0,Nebraska,7.0,39.0,0.0,,,0,0
1723,3860,2002,Larry Foote,Larry,Foote,OLB,73.0,231,4.83,4.41,30.0,,24.0,4.0,Michigan,30.0,128.0,0.0,,,0,0
1724,3861,2002,Lonnie Ford,Lonnie,Ford,DE,75.0,261,4.77,4.28,37.5,112.0,22.0,8.0,,,,0.0,,,0,0
1725,3862,2002,Willie Ford,Willie,Ford,CB,74.0,195,4.57,4.33,34.0,117.0,10.0,8.0,,,,0.0,,,0,0
1726,3863,2002,DeShaun Foster,DeShaun,Foster,RB,73.0,222,4.57,4.16,35.5,119.0,20.0,2.0,UCLA,2.0,34.0,0.0,,,0,0
1727,3864,2002,Melvin Fowler,Melvin,Fowler,OC,75.0,300,5.46,4.6,27.0,99.0,32.0,8.0,,,,0.0,,,0,0
1728,3865,2002,Eddie Freeman,Eddie,Freeman,DT,77.0,310,4.91,4.81,34.5,111.0,32.0,2.0,UAB,11.0,43.0,0.0,,,0,0
1729,3866,2002,Dwight Freeney,Dwight,Freeney,DE,73.0,266,4.48,,,,28.0,1.0,Syracuse,11.0,11.0,7.0,2003.0,2.0,1,1
1730,3867,2002,Scott Fujita,Scott,Fujita,OLB,78.0,248,4.64,4.21,42.0,122.0,20.0,5.0,California,8.0,143.0,0.0,,,0,0
1731,3868,2002,Jabar Gaffney,Jabar,Gaffney,WR,75.0,193,4.56,4.06,,,,2.0,Florida,1.0,33.0,0.0,,,0,0
1732,3869,2002,Paris Gaines,Paris,Gaines,FB,73.0,228,4.67,,,,14.0,8.0,,,,0.0,,,0,0
1733,3870,2002,David Garrard,David,Garrard,QB,74.0,235,4.82,4.26,33.5,111.0,,4.0,East Carolina,10.0,108.0,1.0,2009.0,8.0,1,0
1734,3871,2002,David Givens,David,Givens,WR,73.0,217,4.56,4.13,40.5,126.0,,7.0,Notre Dame,42.0,253.0,0.0,,,0,0
1735,3872,2002,LaVar Glover,LaVar,Glover,CB,70.0,177,4.59,4.29,37.0,117.0,11.0,7.0,Cincinnati,1.0,212.0,0.0,,,0,0
1736,3873,2002,Jonathan Goodwin,Jonathan,Goodwin,OG,75.0,318,5.13,,,,,5.0,Michigan,19.0,154.0,1.0,2009.0,8.0,1,0
1737,3874,2002,Lamar Gordon,Lamar,Gordon,RB,73.0,214,4.55,,34.0,119.0,16.0,3.0,North Dakota State,19.0,84.0,0.0,,,0,0
1738,3875,2002,Daniel Graham,Daniel,Graham,TE,75.0,248,4.64,,36.0,118.0,,1.0,Colorado,21.0,21.0,0.0,,,0,1
1739,3876,2002,Charles Grant,Charles,Grant,DE,75.0,282,4.69,4.39,31.0,118.0,24.0,1.0,Georgia,25.0,25.0,0.0,,,0,1
1740,3877,2002,Bobby Gray,Bobby,Gray,SS,73.0,209,4.66,,,112.0,24.0,5.0,Louisiana Tech,5.0,140.0,0.0,,,0,0
1741,3878,2002,Jarvis Green,Jarvis,Green,DE,75.0,272,4.87,4.25,31.0,109.0,,4.0,LSU,28.0,126.0,0.0,,,0,0
1742,3879,2002,William Green,William,Green,RB,73.0,221,4.6,,42.0,121.0,27.0,1.0,Boston College,16.0,16.0,0.0,,,0,1
1743,3880,2002,Andre Gurode,Andre,Gurode,OG,77.0,316,5.34,5.05,30.5,100.0,,2.0,Colorado,5.0,37.0,5.0,2006.0,5.0,1,0
1744,3881,2002,Sean Guthrie,Sean,Guthrie,DE,76.0,269,4.88,,,,28.0,8.0,,,,0.0,,,0,0
1745,3882,2002,Carlos Hall,Carlos,Hall,DE,76.0,259,4.67,4.19,40.0,129.0,20.0,7.0,Arkansas,29.0,240.0,0.0,,,0,0
1746,3883,2002,Joe Hall,Joe,Hall,FB,73.0,293,4.97,,28.0,107.0,22.0,8.0,,,,0.0,,,0,0
1747,3884,2002,Ryan Hannam,Ryan,Hannam,TE,75.0,251,4.69,4.21,30.5,113.0,18.0,5.0,Northern Iowa,34.0,169.0,0.0,,,0,0
1748,3885,2002,Alan Harper,Alan,Harper,DT,74.0,295,5.27,4.64,30.5,104.0,,4.0,Fresno State,23.0,121.0,0.0,,,0,0
1749,3886,2002,Joey Harrington,Joey,Harrington,QB,76.0,215,4.89,4.21,32.0,112.0,,1.0,Oregon,3.0,3.0,0.0,,,0,1
1750,3887,2002,Napoleon Harris,Napoleon,Harris,OLB,75.0,253,4.55,4.44,34.0,115.0,27.0,1.0,Northwestern,23.0,23.0,0.0,,,0,1
1751,3888,2002,Quentin Harris,Quentin,Harris,FS,73.0,216,4.61,4.34,36.5,120.0,14.0,8.0,,,,0.0,,,0,0
1752,3889,2002,Tyreo Harrison,Tyreo,Harrison,ILB,74.0,238,4.87,,40.0,118.0,,6.0,Notre Dame,26.0,198.0,0.0,,,0,0
1753,3890,2002,Herb Haygood,Herb,Haygood,WR,73.0,193,4.45,4.26,33.0,114.0,,5.0,Michigan State,9.0,144.0,0.0,,,0,0
1754,3891,2002,Verron Haynes,Verron,Haynes,FB,70.0,224,4.78,4.08,31.5,117.0,25.0,5.0,Georgia,31.0,166.0,0.0,,,0,0
1755,3892,2002,Ennis Haywood,Ennis,Haywood,RB,70.0,218,4.76,4.14,35.0,112.0,12.0,8.0,,,,0.0,,,0,0
1756,3893,2002,Jason Hebert,Jason,Hebert,FS,73.0,190,4.63,3.86,35.5,118.0,15.0,8.0,,,,0.0,,,0,0
1757,3894,2002,Keith Heinrich,Keith,Heinrich,TE,78.0,255,4.77,4.1,35.0,120.0,21.0,6.0,Sam Houston State,2.0,174.0,0.0,,,0,0
1758,3895,2002,Eric Heitmann,Eric,Heitmann,OG,76.0,305,5.22,4.6,28.0,103.0,33.0,7.0,Stanford,28.0,239.0,0.0,,,0,0
1759,3896,2002,John Henderson,John,Henderson,DT,79.0,306,4.87,4.66,27.5,110.0,24.0,1.0,Tennessee,9.0,9.0,2.0,2004.0,3.0,1,1
